X,Y,Z,LINE,STN_CORR,Elev_trim[0],Elev_trim[1],Elev_trim[2],Elev_trim[3],Elev_trim[4],Elev_trim[5],Elev_trim[6],Elev_trim[7],Elev_trim[8],Elev_trim[9],Elev_trim[10],Elev_trim[11],Elev_trim[12],Elev_trim[13],Elev_trim[14],Elev_trim[15],Elev_trim[16],Elev_trim[17],Elev_trim[18],Elev_trim[19],Elev_trim[20],Elev_trim[21],Elev_trim[22],Elev_trim[23],Elev_trim[24],Elev_trim[25],Elev_trim[26],Elev_trim[27],Elev_trim[28],Elev_trim[29],Elev_trim[30],Elev_trim[31],Elev_trim[32],Elev_trim[33],Elev_trim[34],Elev_trim[35],Elev_trim[36],Elev_trim[37],Elev_trim[38],Elev_trim[39],Elev_trim[40],Elev_trim[41],Elev_trim[42],Elev_trim[43],Elev_trim[44],Elev_trim[45],Elev_trim[46],Elev_trim[47],Elev_trim[48],Elev_trim[49],Elev_trim[50],Elev_trim[51],Elev_trim[52],Elev_trim[53],Elev_trim[54],Elev_trim[55],Elev_trim[56],Elev_trim[57],Elev_trim[58],Elev_trim[59],Elev_trim[60],Res_trim[0],Res_trim[1],Res_trim[2],Res_trim[3],Res_trim[4],Res_trim[5],Res_trim[6],Res_trim[7],Res_trim[8],Res_trim[9],Res_trim[10],Res_trim[11],Res_trim[12],Res_trim[13],Res_trim[14],Res_trim[15],Res_trim[16],Res_trim[17],Res_trim[18],Res_trim[19],Res_trim[20],Res_trim[21],Res_trim[22],Res_trim[23],Res_trim[24],Res_trim[25],Res_trim[26],Res_trim[27],Res_trim[28],Res_trim[29],Res_trim[30],Res_trim[31],Res_trim[32],Res_trim[33],Res_trim[34],Res_trim[35],Res_trim[36],Res_trim[37],Res_trim[38],Res_trim[39],Res_trim[40],Res_trim[41],Res_trim[42],Res_trim[43],Res_trim[44],Res_trim[45],Res_trim[46],Res_trim[47],Res_trim[48],Res_trim[49],Res_trim[50],Res_trim[51],Res_trim[52],Res_trim[53],Res_trim[54],Res_trim[55],Res_trim[56],Res_trim[57],Res_trim[58],Res_trim[59],Res_trim[60]
264800.421191022,3843523.88628844,683.546906951299,L2_2,2009.5,683.546906951299,678.545943837661,673.29493256834,667.781370735554,661.992130811128,655.913428890481,649.530791873801,642.829023006288,635.792165695398,628.403465518965,620.645330333709,612.499288389191,603.945944347447,594.964933103616,585.534871297593,575.633306401269,565.236663260129,554.320187961932,542.857888898825,530.822474882563,518.185290165487,504.916246212558,490.983750061982,476.354629103878,460.994052097868,444.865446241558,427.930410092433,410.148622135851,391.47774478144,371.873323559308,351.28868127607,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,16.7830132148604,16.143914419508,13.7492947320484,10.5955276481379,8.30228219450172,7.15571543068,6.95271678960761,7.40643443816936,8.22524012542947,9.1286414383445,9.89079196880058,10.3897977106887,10.6137256195248,10.6197473001899,10.4835737305954,10.2691136599527,10.0211451761371,9.76973207523506,9.53648842205462,9.3386254142669,9.19055229918228,9.1040313443012,9.08778134991904,9.14701149070775,9.28305151916208,9.49310520910002,9.77013921121628,10.1029500471756,10.4764943709374,10.8725665634188,11.2708564629842,11.6503309595697,11.9908140619825,12.274606295861,12.487914775911,12.6219020571498,12.6732574093257,12.6442189856315,12.542039457038,12.3779887800349,,,,,,,,,,,,,,,,,,,,,
264805.376525351,3843527.27951043,683.537182740602,L2_2,2015.5,683.537182740602,678.536357136275,673.285490251731,667.77208002296,661.98299928275,655.90446450553,649.522002989449,642.820418397564,635.783754576085,628.395257563531,620.637335700351,612.491517744011,603.938408889854,594.957644592989,585.527842081281,575.626549443987,565.230192174829,554.314017042213,542.852033152966,530.816950069257,518.180112831362,504.911433731572,490.979320676794,476.350601969276,460.990447326382,444.862284951343,427.927714457553,410.146415439073,391.476051469669,371.872169301795,351.288093025527,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,17.9702044000859,17.0531756605301,14.0842426976901,10.5629765626892,8.16288886059238,7.016363929943,6.85404628205866,7.36934077673275,8.26020869922982,9.23117657786872,10.0411397380064,10.5609589992252,10.7815343588408,10.7685545619667,10.6064576638746,10.3652807556353,10.0931348600935,9.82148244134929,9.57225862420789,9.36247055899529,9.20609842446434,9.11440306688856,9.09560413130356,9.15444487012388,9.29182767230776,9.50455876947449,9.78522323668861,10.1222410470551,10.5001946176129,10.9005163477158,11.3025671510764,11.6850398046101,12.0275592165477,12.3123158221989,12.525498712027,12.6583350706452,12.7076449123349,12.675846095378,12.5703998862526,12.4027917664628,,,,,,,,,,,,,,,,,,,,,
264810.744804207,3843530.95550092,683.517721390763,L2_2,2022,683.517721390763,678.517170987878,673.266593064848,667.753486245668,661.964724085528,655.886523817381,649.504413535827,642.803197740196,635.766921154782,628.378830740098,620.62133580468,612.475966122491,603.923327956192,594.943057881579,585.513774303235,575.613026545974,565.217241400849,554.301666998469,542.840313875969,530.805893097344,518.169751279788,504.901802371355,490.970456017499,476.342542345951,460.983232990826,444.855958167944,427.922319603918,410.141999111691,391.472662594852,371.869859252172,351.286915742357,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,20.424549206457,18.8992609612724,14.6809513126285,10.4035713068021,7.82067003560859,6.69990531999387,6.63125249483659,7.27384483409524,8.31097474496674,9.42026764132084,10.3298153494096,10.8946382705751,11.1106556090262,11.0607981368233,10.8474476566684,10.5532661187012,10.233203446774,9.92156353911355,9.64090858488011,9.40780437753231,9.23534143271159,9.13375602615182,9.11025929974664,9.16866171650184,9.30901588770034,9.52734040930843,9.81546405348589,10.1610584866677,10.5479600479267,10.9568776527846,11.36651386866,11.7550136181995,12.1016054584976,12.3882635538084,12.601146799095,12.7316184977641,12.7767670612484,12.7393761855595,12.6273293722386,12.452546700124,,,,,,,,,,,,,,,,,,,,,
264815.700134659,3843534.34872549,683.498260040923,L2_2,2028,683.498260040923,678.49798483948,673.247695877966,667.734892468375,661.946448888306,655.868583129232,649.486824082205,642.785977082827,635.75008773348,628.362403916665,620.60533590901,612.460414500971,603.908247022531,594.928471170169,585.499706525189,575.59950364796,565.204290626869,554.289316954724,542.828594598972,530.794836125432,518.159389728215,504.892171011137,490.961591358205,476.334482722627,460.976018655269,444.849631384544,427.916924750283,410.137582784308,391.469273720035,371.867549202548,351.285738459187,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,23.099315888099,20.6913603223174,15.018924540497,10.0810717160096,7.39869384247318,6.33936800093618,6.37354303451734,7.14265104700697,8.32478886302628,9.57501563656878,10.5901077566824,11.2063214917617,11.4224664536091,11.3384005798001,11.0751583480822,10.7288287082951,10.3617073572927,10.0111431918787,9.7003343026389,9.44532328619451,9.25820851003689,9.14811633352348,9.12119436271887,9.18029390222605,9.32461146091245,9.54938169057662,9.84568306719223,10.2004418500874,10.5967472333537,11.0145833445205,11.4319961915497,11.8265889831583,12.1772058323873,12.4656265490558,12.6780101635753,12.8058868985398,12.8466387184673,12.8034339194343,12.6845918306931,12.5024752069862,,,,,,,,,,,,,,,,,,,,,
264821.068405113,3843538.02472159,683.478798691083,L2_2,2034.5,683.478798691083,678.478798691083,673.228798691083,667.716298691083,661.928173691083,655.850642441083,649.469234628583,642.768756425458,635.733254312177,628.345977093232,620.589336013339,612.444862879452,603.89316608887,594.91388445876,585.485638747144,575.585980749947,565.19133985289,554.27696691098,542.816875321975,530.783779153519,518.149028176641,504.882539650919,490.952726698911,476.326423099302,460.968804319713,444.843304601145,427.911529896648,410.133166456926,391.465884845218,371.865239152925,351.284561176017,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,26.407499464147,22.6681574370271,15.2826631506072,9.77181805636733,7.00361293928498,5.9820490129341,6.09050846016808,6.96451878562899,8.28117072199196,9.67322157028769,10.8025277075905,11.4811121865895,11.7066683247979,11.594716244121,11.2854833163834,10.8895030825023,10.4772099151649,10.0894242277918,9.75013260385883,9.47486045398476,9.27466672198965,9.15751946392736,9.12847337859401,9.18941216199115,9.33868153102349,9.57074291864559,9.87593436112665,10.240440856599,10.6466032029448,11.0736783661306,11.4990562134406,11.8998030843291,12.2543902666809,12.544425893305,12.7561009611391,12.8811445318563,12.917257760417,12.8680128924907,12.7421784313106,12.5525675364586,,,,,,,,,,,,,,,,,,,,,
264826.023731686,3843541.41794876,683.557488070359,L2_2,2040.5,683.557488070359,678.556375329934,673.305206952488,667.79148015617,662.002067020036,655.923183227095,649.540355244507,642.83838586279,635.801318011987,628.412396768644,620.654029463134,612.507743792348,603.954143838023,594.972863885981,585.542519936338,575.640658789212,565.24370458473,554.326902670024,542.864260659583,530.828486548619,518.190923732107,504.92148277477,490.988569769566,476.359011114102,460.997974525865,444.868886108215,427.933343269683,410.151023289225,391.479587309744,371.874579531288,351.28932136391,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,28.287806233415,24.2015719600476,15.9345300889769,9.78073144005712,6.78225149561957,5.70810392700623,5.8330865271041,6.77248631278225,8.19968145089589,9.72417154467455,10.9688627229384,11.7159380023895,11.9576850652082,11.823419945718,11.4724214672333,11.0301388487146,10.5755752501388,10.153238985156,9.78795546230034,9.49470754996783,9.2834783495982,9.16105933198602,9.1314178671367,9.19549308679971,9.35081013514337,9.59108601985796,9.9059390107161,10.2808234845183,10.6973341161133,11.1339993669577,11.5675539284515,11.974531622959,12.3330414720513,12.6245452747717,12.8353021601921,12.9572752250721,12.9885133551304,12.933011132189,12.7999980981719,12.6027447503757,,,,,,,,,,,,,,,,,,,,,
264831.392002141,3843545.09394486,683.734500918495,L2_2,2047,683.734500918495,678.730885053079,673.477088394392,667.960601902772,662.16829108657,656.086364729558,649.700342054695,642.995018246089,635.954428247053,628.561808748066,620.799558274128,612.649195276494,604.091314128979,595.105538924087,585.670474958951,575.763657795558,565.361499773995,554.439233851355,542.970854632582,530.929056452871,518.285168364174,505.009085871042,491.069199253254,476.432318304576,461.063593308464,444.926432062547,427.982412754334,410.19119248071,391.510411193405,371.895590841735,351.300029472481,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,28.6610159572798,25.1780741452407,16.819795339922,9.9817990493209,6.66886652964529,5.4990604813832,5.61156743379426,6.5902316246522,8.10631588249825,9.74985456505704,11.1048375060224,11.9206212747382,12.1809665110784,12.0272329697593,11.6372209910918,11.1512989342762,10.6571055225531,10.2028222411113,9.81403704034154,9.50510651118335,9.28488164259866,9.15895763230314,9.13022509296893,9.19870700572151,9.36114202784474,9.61053345587944,9.93580102368945,10.3216787199101,10.7490162647645,11.1956110983767,11.6375428460811,12.0508165659436,12.4131896692995,12.7060035305819,12.9156224509017,13.0342795883445,13.060400164728,12.9984193051782,12.8580395771981,12.6529953263915,,,,,,,,,,,,,,,,,,,,,
264836.347320959,3843548.4871772,683.911513766631,L2_2,2053,683.911513766631,678.905394776224,673.648969836297,668.129723649373,662.334515153103,656.24954623202,649.860328864883,643.151650629389,636.10753848212,628.711220727487,620.945087085123,612.790646760641,604.228484419935,595.238213962193,585.798429981564,575.886656801904,565.479294963261,554.551565032686,543.077448605582,531.029626357122,518.37941299624,505.096688967314,491.149828736941,476.50562549505,461.129212091064,444.983978016879,428.031482238984,410.231361672195,391.541235077066,371.916602152181,351.310737581052,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,30.184266505133,26.4311245294537,17.3910157324171,10.0616118453982,6.57132409107777,5.35603281081253,5.47100967469631,6.48592387329494,8.07399967543913,9.81175991019259,11.2523611304724,12.1180585814072,12.3857332347744,12.2075991721219,11.7778786723788,11.250015296872,10.7190125649315,10.2359480190213,9.82673773207022,9.50489783818519,9.27806841916782,9.15064821309508,9.12449054525666,9.19875591646851,9.36944956454692,9.62890418508233,9.96537021196142,10.3628754426731,10.801528267635,11.2583953146866,11.7089028400689,12.1285327189298,12.4947047681221,12.7886672191213,12.9969277681308,13.112027477697,13.1327953456051,13.0641256875508,12.9162045957975,12.7032352180935,,,,,,,,,,,,,,,,,,,,,
264841.715574609,3843552.16318452,684.088526614767,L2_2,2059.5,684.088526614767,679.079904499369,673.820851278201,668.298845395975,662.500739219637,656.412727734483,650.020315675071,643.308283012688,636.260648717186,628.860632706909,621.090615896118,612.932098244788,604.365654710891,595.370889000299,585.926385004178,576.00965580825,565.597090152527,554.663896214017,543.184042578581,531.130196261374,518.473657628306,505.184292063585,491.230458220628,476.578932685524,461.194830873663,445.04152397121,428.080551723635,410.27153086368,391.572058960728,371.937613462628,351.321445689623,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,34.0805297135365,28.5610553595096,17.7231044773282,10.0668497529822,6.54249122084585,5.33082273223955,5.46473617916298,6.5169013904552,8.1611938932569,9.96243435230149,11.4520390902457,12.3353718131551,12.5879996912684,12.3731794258504,11.8989069706758,11.3287137077167,10.7627419855858,10.2536027226046,9.82680632209689,9.49468154447915,9.26352778707421,9.1365302074987,9.11453911510087,9.19590443209847,9.3759494537681,9.64637709817074,9.99479509893729,10.4045369595087,10.854971402918,11.3224330937642,11.7816959759026,12.2077242396726,12.5776147314919,12.872551142304,13.0792224542106,13.1905148937846,13.2056895882978,13.1301180916967,12.9744796165203,12.7534508843916,,,,,,,,,,,,,,,,,,,,,
264846.670885671,3843555.55642205,684.319865962075,L2_2,2065.5,684.319865962075,679.307972494864,674.045484354292,668.519871806692,662.717978631712,656.625990797983,650.229403572567,643.512986985881,636.460749569861,629.055900283039,621.280808531876,613.116962193155,604.544923537498,595.544282949059,586.093610331197,576.170404082442,565.75103752125,554.810702631997,543.323350998283,531.261631782882,518.596826606711,505.298781171732,491.335833465004,476.67473837294,461.280588526272,445.116731187271,428.14468098132,410.324028265071,391.61234291301,371.965073293346,351.335440192699,329.674849300264,306.984651830723,283.159944487705,258.144001777536,231.877261931858,204.297185093897,175.338104414038,144.931069700185,113.00368325064,,,,,,,,,,,,,,,,,,,,,,33.6261625916038,28.2395978920686,17.7459954593268,10.2758934958807,6.76400146435796,5.53587752434099,5.66989397611278,6.73994728781758,8.40986859035054,10.2301636329958,11.7190446838824,12.5772813530755,12.7862444209337,12.5200301560958,11.9962877788035,11.3842678131284,10.7861989031183,10.2545202487588,9.81353542746008,9.47408410406571,9.24106598504891,9.11649675290283,9.10030060372247,9.1900944778403,9.38058451974525,9.66289074229729,10.0240066698394,10.4465843919462,10.9092546854833,11.3876187500545,11.8558004472095,12.2882531154667,12.6617691532069,12.9575003272752,13.16235379653,13.269596174767,13.2789484859813,13.1962758323627,13.0327595068603,12.8035535440372,,,,,,,,,,,,,,,,,,,,,
